,Наименование / ФИО,ИНН,Адрес,Чистая прибыль (2400),Чистая прибыль прошлый год (2400),Налоги (2410),Проценты (2330),Амортизация (расчетная),EBITDA,Статус
1252,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЬ""",7806517615,"197373, Г.Санкт-Петербург, пр-кт Авиаконструкторов, д. 4, к. 1, литера А, помещ. 73-Н, офис 4",1190.0,1084.0,563.0,0.0,1365.0,3118.0,
1253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЬ""",5402010544,"630040, г. Новосибирск, ул. Кедровая, д. 35",206.0,-221.0,126.0,0.0,326.0,658.0,
1254,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРТИКАЛЬ""",2465149776,"г. Красноярск, ул. Светлогорская, д. 19, КВ. 19, 660125",3681.0,2004.0,-940.0,192.0,3051.0,5984.0,
1255,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРХНЕВОЛЖСКАЯ ПРОИЗВОДСТВЕННАЯ СЕТЬ""",7610107766,"152901, Ярославская обл, Рыбинский р-н, Рыбинск г, Красная пл, дом 3",170059.0,1869.0,-60111.0,0.0,3618.0,113566.0,
1256,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРХНЕВОЛЖСКИЙ ТЕРРИТОРИАЛЬНЫЙ МОНТАЖНЫЙ КОМПЛЕКС""",7602107875,"150044, Ярославская обл, Ярославль г, Промышленное ш, дом № 5",874.0,50.0,204.0,395.0,0.0,1473.0,
1257,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРХОВАЖЬЕСТРОЙСЕРВИС""",3505005260,"162300, Вологодская обл, р-н Верховажский, с Верховажье, ул Большакова, д 29, кв 2",-186.0,-1437.0,154.0,0.0,923.0,891.0,
1258,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРШИНА""",5837066398,"Пензенская обл, г Пенза, ул Лермонтова, 34, 207",94949.0,83621.0,-11642.0,903.0,1341.0,85551.0,
1259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРШИНА""",104016125,"385750, Адыгея респ, Майкопский р-н, Каменномостский п, Южный пер, дом 17А",-71835.0,29171.0,9739.0,220.0,0.0,-61876.0,
1260,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСНА""",7203294729,"625049, Тюменская обл, Тюмень г, Амурская ул, дом 2/4, помещение 1/3",789.0,16.0,340.0,0.0,159.0,1288.0,
1261,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТ""",9718058620,"107497, Москва г, ул Иркутская, 11, 1, 5 Комната 64/2005",-99.0,-2660.0,0.0,0.0,864.0,765.0,
1262,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТА СТРОЙ-МОНТАЖ""",7820330834,"196607, Санкт-Петербург г, Пушкин г., Магазейная ул., дом № 17/40, литера А, помещение 1-Н",194.0,107.0,14.0,1200.0,0.0,1408.0,
1263,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТА-РЕГИОН""",3808218853,"664007, Иркутская обл, г.о. город Иркутск, г Иркутск, ул Пролетарская, д. 7, ",-87.0,-164.0,0.0,0.0,0.0,-87.0,
1264,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТА""",2127323623,"428008, Чувашская Республика - Чувашия, Чебоксары г, Текстильщиков ул, дом № 10, помещение, офис 7; 330",20276.0,5245.0,2530.0,0.0,218.0,23024.0,
1265,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТЕР СТРОЙ СЕРВИС """,3906075804,"236011, Калининградская обл, г Калининград, ул Судостроительная, 75, Е, 419",-17042.0,53573.0,-1105.0,5125.0,0.0,-13022.0,
1266,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТКОМСПБ""",7810391877,"192236, город Санкт-Петербург, ул Софийская, дом 14, литера А, помещение 25Н",5387.0,303.0,40.0,25.0,1523.0,6975.0,
1267,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТРЕГИОНСТРОЙ""",7814277519,"197348, Санкт-Петербург г, пр-кт Богатырский, д. 18, к. 1, литер А, помещ. 701",57340.0,40092.0,3659.0,0.0,13723.0,74722.0,
1268,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТРОУД""",7727733814,"117452, Москва г, вн.тер. г. муниципальный округ Зюзино, б-р Черноморский, д. 17, к. 1, помещ. 5/3/5",3.0,12.0,-30.0,3177.0,412.0,3562.0,
1269,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТСТРОЙ""",6658314737,"г. Екатеринбург, ул. Советская, д. 46, 101, 620137",4722.0,2349.0,1180.0,0.0,0.0,5902.0,
1270,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕТОСТРОЙ""",5017101207,"143582, Московская обл, Истринский р-н, Захарово д, дом 59А",1023.0,896.0,257.0,0.0,296.0,1576.0,
1271,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИАКОМ СТРОЙ""",7801583340,"197343, Санкт-Петербург г, вн.тер.г. муниципальный округ Ланское, ул Студенческая, д. 26, к. 2, стр. 1, помещ. 114Н Офис 1",6110.0,16366.0,4271.0,0.0,0.0,10381.0,
1272,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИД""",1424008929,"678290, Республика Саха (Якутия), у Сунтарский, с Сунтар, ул Строда, д. 19",7395.0,3218.0,2183.0,9322.0,34602.0,53502.0,
1273,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИДЖО""",7713008284,"127434, Москва г, ш Дмитровское, д 21, к 1",90590.0,8332.0,-18118.0,545.0,0.0,73017.0,
1274,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЗАРД-М""",2315122493,"353915, Краснодарский край, Новороссийск г, Революции 1905 года ул, дом № 51",-1821.0,15.0,138.0,0.0,120.0,-1563.0,
1275,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИК""",7723906368,"142000, Московская обл, Домодедово г, Северный мкр., Каширское шоссе, строение 17А, офис 9",376990.0,112149.0,-108184.0,0.0,0.0,268806.0,
1276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКА""",4004007854,"249855, Калужская обл, р-н Дзержинский, п Товарково, мкр Первомайский, 6А",45.0,58.0,-11.0,0.0,0.0,34.0,
1277,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКАРА""",1633009588,"420111, Республика Татарстан (Татарстан), г.о. Город Казань, г Казань, ул Театральная, дом 5, помещение 6",10549.0,3994.0,-4429.0,7585.0,0.0,13705.0,
1278,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКОМ""",1326193590,"Респ. Мордовия, г.о. Саранск, г. Саранск, ул. Мокшанская, д. 16А, 430010",11823.0,11176.0,-3033.0,594.0,13717.0,23101.0,
1279,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКОМ""",7811718356,"192029, Город Санкт-Петербург, вн.тер. г. Муниципальный Округ Невская Застава, ул Ольминского, дом 10, литера А, помещение 3-Н",144.0,1516.0,-69.0,690.0,3137.0,3902.0,
1280,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКСТРОЙ""",3917037631,"238300, Калининградская область, м.о. Гурьевский, г. Гурьевск, ул Янтарная, дом 8, квартира 9",-1247.0,0.0,0.0,0.0,0.0,-1247.0,
1281,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКСТРОЙ""",6321369432,"Самарская обл., г. Тольятти, ул. Баныкина, Д. 16Б, КВ. 58, 445021",334.0,-337.0,0.0,0.0,0.0,334.0,
1282,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКТОРИ""",8602010681,"628403, Ханты-Мансийский Автономный округ - Югра ао, Сургут г, Маяковского ул, дом 21, корпус А, помещение 29",-11452.0,5735.0,20.0,0.0,1128.0,-10304.0,
1283,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКТОРИЯ""",4011018328,"249091, Калужская обл, Малоярославецкий р-н, Малоярославец г, Подольских Курсантов ул, дом 21А",-3728.0,-11118.0,937.0,1816.0,3745.0,2770.0,
1284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЛАН СТРОЙ""",7706269768, ,317.0,530.0,-147.0,13.0,0.0,183.0,
1285,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЛИЯ""",7810791610,"197198, Санкт-Петербург г,  Петровская коса, д 6 стр 1, к 1, пом. 44Н",173768.0,137935.0,-40206.0,0.0,2503.0,136065.0,
1286,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЛЛА КОНС""",1650370970,"423827, Республика Татарстан (Татарстан), г.о. город Набережные Челны, г Набережные Челны, ул Абдуллы Алиша, зд. 2А, офис 1",114.0,562.0,35.0,0.0,76.0,225.0,
1287,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЛЛБАУ""",7724759363,"127018, Москва г, вн.тер.г. муниципальный округ Марьина роща, ул Сущёвский Вал, д. 16, стр. 5, этаж 6, кабинет 1",1507.0,8709.0,-743.0,0.0,478.0,1242.0,
1288,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИННЕР""",7604120832,"150001, Ярославская обл, г.о. город Ярославль, г.Ярославль, ул.Малая Пролетарская, д.д.18Б, офис 18",8319.0,2370.0,-2069.0,15461.0,1036.0,22747.0,
1289,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИНТАЖ""",2466178000,"660077, Красноярский край, Красноярск г., Алексеева ул., дом 49, помещение 52",147.0,-456.0,60.0,0.0,0.0,207.0,
1290,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИНТЕР 21""",7725359287,"129226, Г.Москва, вн.тер. г. Муниципальный Округ Ростокино, ул Сергея Эйзенштейна, дом 2, этаж 1 КОМН 3",-178289.0,26629.0,-2793.0,0.0,5263.0,-175819.0,
1291,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРА-СТРОЙ""",6318243380,"443080, Самарская обл, г Самара, ул Санфировой, д. 91А, литера Б, офис 2",-3917.0,9513.0,1317.0,0.0,26566.0,23966.0,
1292,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРА""",6168028800,"344038, Ростовская обл, г Ростов-на-Дону, ул Турмалиновская, 110",2872.0,1812.0,-1212.0,0.0,12088.0,13748.0,
1293,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРА""",7116156708,"301651, Тульская обл, Новомосковский р-н, Новомосковск г, Транспортная 1-Я ул, дом 48, офис 1",13733.0,360.0,-3016.0,207.0,2579.0,13503.0,
1294,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРА""",2631031357,"355011, г. Ставрополь, ул. 45 Параллель, д. 34, кв. 247",12307.0,19265.0,-4222.0,0.0,1104.0,9189.0,
1295,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРА""",6672309217,"620137, Свердловская область, г Екатеринбург, ул Учителей, д. 18, кв. 2",0.0,0.0,0.0,0.0,0.0,0.0,
1296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРАЖ""",6402901905,"643,412210,64,,Аркадак,,Балашовская,25,,",-4578.0,-5234.0,0.0,0.0,0.0,-4578.0,
1297,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРМАК""",2311177396,"350900, Краснодарский край, г Краснодар, ул Пригородная, д 177, Пом. 401",782.0,60173.0,1393.0,0.0,1113.0,3288.0,
1298,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРРА""",7801317250,"194017, Санкт-Петербург г, Гаврская ул, дом № 15, строение Лит.А, Пом.20-Н, оф.1",95.0,276.0,-12.0,0.0,0.0,83.0,
1299,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРТЭК""",7725367746,"115093, г. Москва, Павловский 3-й пер., д. 10",2190.0,37282.0,547.0,3694.0,228.0,6659.0,
1300,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИС ИНЖИНИРИНГ""",5044125581,"141506, Московская область, г Солнечногорск, ул Красная, стр. 23, помещ. 16",13409.0,330551.0,-4481.0,2611.0,225.0,11764.0,
1301,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСБАС""",6662118894,"620043, Свердловская обл, г Екатеринбург, Чусовской Тракт, стр. 5Б",379.0,360.0,-105.0,0.0,1914.0,2188.0,
1302,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСЛА""",6362007400,"446250, Самарская обл, р-н Безенчукский, пгт Безенчук, ул Солодухина, зд. 16а, офис 2",1629.0,1443.0,-407.0,2920.0,0.0,4142.0,
1303,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСМУТ""",5047003510,"141402, Московская область, г. Химки, ул. Энгельса, дом 7/15, помещение 23",679.0,-60.0,170.0,0.0,0.0,849.0,
1304,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИССТРОЙ ВОЛГОГРАД""",3461064523,"400031, Волгоградская область, г. Волгоград, ул. Им. Бахтурова, дом 12Б, офис 206",-2394.0,-14897.0,516.0,0.0,0.0,-1878.0,
1305,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСТА СТРОЙ""",3662138670,"Воронежская обл., г.о. город Воронеж, г. Воронеж, ул. 20-летия Октября, Д. 103, ОФИС 329/1, 394006",1872.0,2940.0,-468.0,0.0,2354.0,3758.0,
1306,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСТА""",7731310770,"108842, Город Москва, вн.тер. г. Городской Округ Троицк, г Троицк, ул Нагорная, дом 5, помещение 5/26",563.0,1084.0,-421.0,884.0,69.0,1095.0,
1307,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСТА""",5638058829,"460520, Оренбургская обл, Оренбургский р-н, Нежинка с, Садовое Кольцо ул, дом № 101",346.0,969.0,98.0,39.0,0.0,483.0,
1308,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТ-СТРОЙ""",6321449840,"445047, Самарская обл, Тольятти г, Южное ш, дом № 33, офис 42",3829.0,-3152.0,2754.0,1934.0,377.0,8894.0,
1309,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТКОМ""",5029190120,"141006, Московская обл, Мытищинский р-н, Мытищи г, Полюшенко ул, владение № 1, строение 1",38972.0,128278.0,-12400.0,0.0,6676.0,33248.0,
1310,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТЯЗЬ""",9729109612,"119530, Москва г, Очаковское ш., дом 34, помещение VI, комната 2-5",17651.0,106845.0,-1157.0,3.0,21434.0,37931.0,
1311,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТЯЗЬ""",9704079451,"город Москва, Черноморский б-р, д. 17 к. 1, помещ. 3/1/5, 117452",0.0,0.0,0.0,0.0,0.0,0.0,
1312,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛ СТРОЙ""",1001228850,"191144, Санкт-Петербург г, ул Новгородская, 14, ЛитерА, 17-Н",-469.0,11.0,0.0,0.0,116.0,-353.0,
1313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛАД И К""",3311008833,"643,601654,33,Александровский р-н,Александров г,,Октябрьская ул,6,,",-1825.0,-217.0,15.0,0.0,0.0,-1810.0,
1314,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛАД-ИНЖЕНЕР""",2536186840,"690034, Приморский край, Владивосток г, Фадеева ул, дом № 8, оф.6",3182.0,5664.0,-3789.0,11318.0,0.0,10711.0,
1315,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛАДСТРОЙТРЕСТ""",3327144165,"Владимирская обл, Владимир, Разина, дом № 21, оф. 12",661.0,-2682.0,198.0,1598.0,0.0,2457.0,
1316,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛИКОМ""",7722626142,"111524, Москва г, Электродная ул, дом 13, строение 16, комната 10",-11407.0,6157.0,-742.0,0.0,762.0,-11387.0,
1317,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВМ ГРУПП""",6316187540,"443011, Самарская область, г.о. Самара, вн.р-н Октябрьский, г Самара, ул Советской Армии, дом 240, позиция 16-20",-30537.0,1843.0,-563.0,0.0,11469.0,-19631.0,
1318,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВМ ИНЖИНИРИНГ""",6161064246,"344068, Ростовская область, г. Ростов-На-Дону, пер. Ольховский, дом 8",12254.0,6296.0,-7198.0,4554.0,0.0,9610.0,
1319,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВМ-СТРОЙ""",6722043389,"215111, Смоленская область, р-н Вяземский, г Вязьма, ул 25 Октября, д. 37",768.0,-72.0,-211.0,0.0,0.0,557.0,
1320,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВМП - ИНЖИНИРИНГ""",6670115960,"620016, Свердловская обл, г. Екатеринбург, ул. Амундсена, стр. 105, помещ. 8",79061.0,81477.0,-20777.0,2290.0,0.0,60574.0,
1321,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВМСК-СТРОЙ""",5262295255,"603105, Нижегородская обл, г. Нижний Новгород, ул. Кузнечихинская, дом 37, квартира 45",11870.0,6448.0,4152.0,0.0,676.0,16698.0,
1322,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВМСТК-ЦЕНТР""",3663150214,"394007, Воронежская обл, Воронеж г, Ленинградская ул, дом 2, офис 164",34327.0,35581.0,-3087.0,0.0,62772.0,94012.0,
1323,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВН-СТРОЙ""",3917017346,"236029, г. Калининград, ул. Краснокаменная, д. 42, лит. А, кв. 103",72066.0,63707.0,-4916.0,0.0,0.0,67150.0,
1324,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВНЕШСТРОЙЦЕНТР""",7105523240,"300001, Тульская обл, Тула г, Демидовская плотина ул, дом № 27",168956.0,97137.0,-19152.0,0.0,0.0,149804.0,
1325,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДНЫЙ МИР""",608026274,"386140, Ингушетия Респ, г Назрань, тер Насыр-Кортский округ, ул И.И.Алиева, д 31",1618.0,3915.0,792.0,876.0,0.0,3286.0,
1326,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛСЕТИ""",7451384828,"454092, Челябинская обл, г Челябинск, ул Шаумяна, д 79, кв 1",11.0,175.0,-3.0,98.0,0.0,106.0,
1327,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОПРОЕКТСТРОЙ""",7801573743,"199226, Санкт-Петербург г, Кораблестроителей ул, дом № 12, корпус 2, литер А, помещение 21Н, офис 11",5220.0,1313.0,1516.0,10.0,594.0,7340.0,
1328,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДСТРОЙ""",5802003238,"442240, Пензенская обл, Каменский р-н, Каменка г, Баумана ул, дом № 40",12.0,9.0,0.0,0.0,7575.0,7587.0,
1329,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДСТРОЙ""",1612003137,"Респ. Татарстан, пгт. Балтаси, ул. И.Саляхова, д. 6, 422250",1401.0,615.0,0.0,0.0,0.0,1401.0,
1330,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДЦЕНТРСТРОЙ""",9715224421,"127490, Г.МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОТРАДНОЕ, УЛ МУСОРГСКОГО, Д. 3",34679.0,46200.0,3962.0,0.0,0.0,38641.0,
1331,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДЯНОЙ""",9701020890,"115201, Москва г, ш Каширское, д 22, к 3, 10/27-28",6939.0,4481.0,-1735.0,0.0,695.0,5899.0,
1332,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЗРОЖДЕНИЕ ЕКАТЕРИНБУРГА""",6658217878,"620000, Свердловская обл, г.о. город Екатеринбург, г Екатеринбург, ул Хохрякова, д. 48, кв. 254, ",34309.0,321414.0,-8982.0,2660.0,0.0,27987.0,
1333,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЗРОЖДЕНИЕ""",6452116964,"410047, Саратовская обл, г Саратов, ул Зерновая, зд. 88",2052.0,13632.0,-588.0,0.0,0.0,1464.0,
1334,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЗРОЖДЕНИЕ""",1660220710,"г. Казань, ул. Гвардейская, д. 45, кв. 1, 420073",-121.0,-3889.0,0.0,0.0,0.0,-121.0,
1335,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЗРОЖДЕНИЕ""",7812017145,"194356, Санкт-Петербург г, ш Выборгское, д. 34, литера А, офис 401",3205.0,36.0,-1497.0,0.0,0.0,1708.0,
1336,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЗРОЖДЕНИЕ""",2013007991,"364025, г. Грозный, б-р им. М.А. Эсамбаева, д. 7/84, Этаж 2, ОФИС 5",107159.0,10782.0,-26789.0,0.0,5623.0,85993.0,
1337,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА КОМПЛЕКС ИНЖИНИРИНГ""",6453132574,"412540, Саратовская область, р-н Петровский, г Петровск, ул Московская, д. 29, офис 8",4207.0,1072.0,1067.0,0.0,234.0,5508.0,
1338,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БИЛД ИНЖИНИРИНГ""",3461009522,"125130, Москва г, ул Зои и Александра Космодемьянских, д 26/21 стр 1, помещ 1/1",607.0,298.0,1425.0,0.0,0.0,2032.0,
1339,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-БОР""",5260115690,"606443, Нижегородская обл, Бор г, Неклюдово рп, Восточная ул, дом № 2, корпус а",5295.0,-7252.0,1390.0,0.0,10.0,6695.0,
1340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА-РЕГИОН""",5260312307,"603093, Нижегородская обл, г Нижний Новгород, ул Печерский Съезд, д 32",-174.0,56.0,-58.0,0.0,0.0,-232.0,
1341,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА""",7813350741,"199178, Санкт-Петербург г, Малый В.О. пр-кт, дом 58",566020.0,19.0,-114.0,302.0,0.0,566208.0,
1342,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАБАЛТ""",7810697495,"196247, Санкт-Петербург г, пр-кт Ленинский, 153, 263н",2860.0,1461.0,333.0,0.0,699.0,3892.0,
1343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАИНЖИНИРИНГ""",6317100774,"443099, Самарская обл, г Самара, ул Максима Горького, д 48, 1",-8515.0,3657.0,-263.0,481.0,25507.0,17210.0,
1344,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАКОМСТРОЙ""",6454132545,"410030, Саратовская обл, г Саратов, ул им Академика Семенова Н.Н., д. 11, помещ. 6",0.0,-190.0,0.0,0.0,0.0,0.0,
1345,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАРЭСЦЕНТР""",1658157394,"420051, Татарстан Респ, г Казань, ул Химическая, 3, 2/1",190.0,462.0,-48.0,0.0,0.0,142.0,
